2024-02-23 15:09, success, 0.257513
2024-02-23 15:09, success, 0.174137
2024-02-23 16:08, success, 0.334449
2024-02-23 16:08, success, 0.230500
2024-02-23 16:10, success, 0.252972
2024-02-23 16:10, success, 0.200688
2024-02-23 16:11, success, 0.421706
2024-02-23 16:14, success, 0.268479
2024-02-23 16:14, success, 0.187204
2024-02-23 16:14, success, 0.375468
2024-02-23 16:20, success, 0.434207
2024-02-23 16:20, success, 0.268672
2024-02-23 16:22, success, 0.248480
2024-02-23 16:22, success, 0.513955
